Vivado Simulator 2015.4
Time resolution is 1 ps
               26700 clk=0 reset=1 dec=0 count60=0 0
               26750 clk=1 reset=1 dec=0 count60=0 0
               26800 clk=0 reset=1 dec=0 count60=0 0
               26850 clk=1 reset=1 dec=0 count60=0 0
               26900 clk=0 reset=1 dec=0 count60=0 0
               26950 clk=1 reset=1 dec=0 count60=0 0
               27000 clk=0 reset=1 dec=0 count60=0 0
               27050 clk=1 reset=1 dec=0 count60=0 0
               27100 clk=0 reset=1 dec=0 count60=0 0
               27150 clk=1 reset=1 dec=0 count60=0 0
               27200 clk=0 reset=1 dec=0 count60=0 0
               27250 clk=1 reset=1 dec=0 count60=0 0
               27300 clk=0 reset=1 dec=0 count60=0 0
               27350 clk=1 reset=1 dec=0 count60=0 0
               27400 clk=0 reset=1 dec=0 count60=0 0
               27450 clk=1 reset=1 dec=0 count60=0 0
               27500 clk=0 reset=1 dec=0 count60=0 0
               27550 clk=1 reset=1 dec=0 count60=0 0
               27600 clk=0 reset=1 dec=0 count60=0 0
               27650 clk=1 reset=1 dec=0 count60=0 0
               27700 clk=0 reset=1 dec=0 count60=0 0
               27750 clk=1 reset=1 dec=0 count60=0 0
               27800 clk=0 reset=1 dec=0 count60=0 0
               27850 clk=1 reset=1 dec=0 count60=0 0
               27900 clk=0 reset=1 dec=0 count60=0 0
               27950 clk=1 reset=1 dec=0 count60=0 0
               28000 clk=0 reset=1 dec=0 count60=0 0
               28050 clk=1 reset=1 dec=0 count60=0 0
               28100 clk=0 reset=1 dec=0 count60=0 0
               28150 clk=1 reset=1 dec=0 count60=0 0
               28200 clk=0 reset=1 dec=0 count60=0 0
               28250 clk=1 reset=1 dec=0 count60=0 0
               28300 clk=0 reset=1 dec=0 count60=0 0
               28350 clk=1 reset=1 dec=0 count60=0 0
               28400 clk=0 reset=1 dec=0 count60=0 0
               28450 clk=1 reset=1 dec=0 count60=0 0
               28500 clk=0 reset=1 dec=0 count60=0 0
               28550 clk=1 reset=1 dec=0 count60=0 0
               28600 clk=0 reset=1 dec=0 count60=0 0
               28650 clk=1 reset=1 dec=0 count60=0 0
               28700 clk=0 reset=1 dec=0 count60=0 0
               28750 clk=1 reset=1 dec=0 count60=0 0
               28800 clk=0 reset=1 dec=0 count60=0 0
               28850 clk=1 reset=1 dec=0 count60=0 0
               28900 clk=0 reset=1 dec=0 count60=0 0
               28950 clk=1 reset=1 dec=0 count60=0 0
               29000 clk=0 reset=1 dec=0 count60=0 0
               29050 clk=1 reset=1 dec=0 count60=0 0
               29100 clk=0 reset=1 dec=0 count60=0 0
               29150 clk=1 reset=1 dec=0 count60=0 0
               29200 clk=0 reset=1 dec=0 count60=0 0
               29250 clk=1 reset=1 dec=0 count60=0 0
               29300 clk=0 reset=1 dec=0 count60=0 0
               29350 clk=1 reset=1 dec=0 count60=0 0
               29400 clk=0 reset=1 dec=0 count60=0 0
               29450 clk=1 reset=1 dec=0 count60=0 0
               29500 clk=0 reset=1 dec=0 count60=0 0
               29550 clk=1 reset=1 dec=0 count60=0 0
               29600 clk=0 reset=1 dec=0 count60=0 0
               29650 clk=1 reset=1 dec=0 count60=0 0
               29700 clk=0 reset=1 dec=0 count60=0 0
               29750 clk=1 reset=1 dec=0 count60=0 0
               29800 clk=0 reset=1 dec=0 count60=0 0
               29850 clk=1 reset=1 dec=0 count60=0 0
               29900 clk=0 reset=1 dec=0 count60=0 0
               29950 clk=1 reset=1 dec=0 count60=0 0
               30000 clk=0 reset=1 dec=0 count60=0 0
               30050 clk=1 reset=1 dec=0 count60=0 0
$finish called at time : 30100 ns : File "Z:/github/Vivado/CNT60_ALL/TEST_CNT60_ALL.v" Line 20
